name,price,facilities,tipe
Kost Yusup I Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.9","Kos Andalan
Putra"
Kost V Gubeng Surabaya Kecamatan Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Pak Mulyono Tegalsari Surabaya Tegalsari,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Rosse Wonokromo Surabaya Wonokromo,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Singgahsini Habibie Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp1.550.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8","Campur
Sisa 3 kamar"
Kost Singgahsini Gubeng Kertajaya 21 Tipe B Surabaya Kecamatan Gubeng,Rp918.400 (Bulan pertama),"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.8",Putri
Kost Singgahsini Gubeng Kertajaya 21 Tipe A Surabaya Kecamatan Gubeng,Rp1.439.200 (Bulan pertama),"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9",Putri
Kost Jojoran Tipe Ac Gubeng Surabaya Gubeng,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Novan 43 Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya 58 Tipe A Gubeng Surabaya Gubeng,Rp1.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Dhu Nyaman Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Tepi Jais AC Genteng Surabaya Genteng,Rp1.350.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Nias 20 Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Kos Andalan
Campur"
Kost Nias Gubeng Surabaya Kecamatan Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Faziraa Tipe D Genteng Surabaya Genteng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Prima Sari Genteng Surabaya Genteng,Rp775.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Vivi 1 Gubeng Surabaya Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putra
Sisa 1 kamar"
Kost Asri Tipe AC Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost 125 Tipe B Tambaksari Surabaya Kecamatan Tambaksari,Rp1.700.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Minarti I Gubeng Surabaya Gubeng,Rp950.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Diniyo Tipe A Tegalsari Surabaya Kecamatan Tegalsari,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Campur
Sisa 2 kamar"
Kost Residence Lantai 1 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Campur"
Kost Sabaya House Tipe Single Gubeng Surabaya Gubeng,Rp3.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Pajajaran Tegalsari Surabaya Kecamatan Tegalsari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pak Radit Manyar Sambongan Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putra"
Kost Dian House Syariah Tipe Twin Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Esfam 1 VIP Genteng Surabaya Kecamatan Genteng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Kukuh Barkah Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Tino Galih Perdana Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp480.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.0","Kos Andalan
Putri"
Kost Dharma Seven Standard Gubeng Surabaya Gubeng,Rp825.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur, 4.4","Kos Andalan
Campur"
Kost Karmen 43 Tipe B Gubeng Surabaya Gubeng,Rp550.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Soraya Hasan Syihab Tipe A Genteng Surabaya Genteng,Rp1.375.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9","Kos Andalan
Putri"
Kost Jojoran Baru 2 Gubeng Surabaya Kecamatan Gubeng,Rp700.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Ibu Tatik Tipe A Tambaksari Surabaya Tambaksari,Rp600.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Gosepa Tipe Double Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Bu Purwati Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Karmen 43 Tipe C Gubeng Surabaya Kecamatan Gubeng,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Rumah Asri Tipe B Gubeng Surabaya Gubeng,Rp760.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putra"
Kost Belimbing 38 Tipe A Genteng Surabaya Kecamatan Genteng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putri"
Kost Al Makmur Tipe A Gubeng Surabaya Gubeng,Rp1.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur, 4.1","Kos Andalan
Campur"
Kost Harijanto Tipe Reguler Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Dian House Syariah Tipe Single Genteng Surabaya Kecamatan Genteng,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pintu Merah Tipe B Gubeng Surabaya Gubeng,Rp850.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Esfam Tipe VIP Tegalsari Surabaya Kecamatan Tegalsari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Pak Min Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Cokro Residence Tegalsari Surabaya Kecamatan Tegalsari,Rp2.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Dharmawangsha Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sum 7L Gubeng Surabaya Gubeng,Rp650.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Karunia Gubeng Surabaya Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Prambanan Tipe C Tambaksari Surabaya Tambaksari,Rp1.020.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Wisma Anridah Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Rempelas Tipe B Tambaksari Surabaya Tambaksari,Rp1.350.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Naradyana Residence Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Nur Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp975.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur, 5.0","Putra
Sisa 3 kamar"
Kost Bersih Sopan Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Kebangsren Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pak Kamto Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Dinda Tambaksari Surabaya Tambaksari,Rp760.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Nuning Krisnawati I Tipe A Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Ibu Asnun Tegalsari Surabaya Kecamatan Tegalsari,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Putri
Sisa 2 kamar"
Kost Celva Menur Sukolilo Surabaya Sukolilo,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Wahyudi Tipe CB Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Martini Tambaksari Surabaya Kecamatan Tambaksari,Rp500.000 /bulan,"Akses 24 Jam, Akses 24 Jam","Campur
Sisa 2 kamar"
Kost Jojoran 1 Tipe B Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putra
Sisa 1 kamar"
Kost Novan 43 Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya 58 Tipe A Gubeng Surabaya Gubeng,Rp1.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Dhu Nyaman Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Tepi Jais AC Genteng Surabaya Genteng,Rp1.350.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Nias 20 Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Kos Andalan
Campur"
Kost Nias Gubeng Surabaya Kecamatan Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Faziraa Tipe D Genteng Surabaya Genteng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Prima Sari Genteng Surabaya Genteng,Rp775.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Vivi 1 Gubeng Surabaya Gubeng,Rp1.450.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putra
Sisa 1 kamar"
Kost Asri Tipe AC Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost 125 Tipe B Tambaksari Surabaya Kecamatan Tambaksari,Rp1.700.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Minarti I Gubeng Surabaya Gubeng,Rp950.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Diniyo Tipe A Tegalsari Surabaya Kecamatan Tegalsari,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Campur
Sisa 2 kamar"
Kost Residence Lantai 1 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.5","Kos Andalan
Campur"
Kost Sabaya House Tipe Single Gubeng Surabaya Gubeng,Rp3.250.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Pajajaran Tegalsari Surabaya Kecamatan Tegalsari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Kencana Tambaksari Surabaya Kecamatan Tambaksari,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Sumbawa 4 Gubeng Surabaya Gubeng,Rp1.950.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Kalpom 97 Tegalsari Surabaya Tegalsari,Rp450.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Jl Kedondong Lor Tipe Deluxe Genteng Surabaya Genteng,Rp1.650.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.6","Kos Andalan
Putri"
Kost Fitriyah Gubeng Surabaya Kecamatan Gubeng,Rp700.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Griya Lestari 2 Tipe A Tambaksari Surabaya Tambaksari,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Jojoran Baru 1 No 19 Gubeng Surabaya Gubeng,Rp550.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Residence VIP 226 Tambaksari Surabaya Kecamatan Tambaksari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost putri Pandegiling Tegalsari Surabaya Kecamatan Tegalsari,Rp1.400.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Griya Lestari Gemini Exclusive Tambaksari Surabaya Kecamatan Tambaksari,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Cokroaminoto 10C Tegalsari Surabaya Tegalsari,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Ayatul Muslimah Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Residence 225 Tambaksari Surabaya Tambaksari,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pink Gubeng Surabaya Gubeng,Rp700.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Stayvie Coliving Duo Premium Suite Tegalsari Surabaya Kecamatan Tegalsari,Rp8.250.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Ploso Timur VA No 60 Tambaksari Surabaya Tambaksari,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 2.8","Kos Andalan
Campur"
Kost Hygeira Ploso Timur Tambaksari Surabaya Tambaksari,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Diaz Tambaksari Surabaya Tambaksari,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.9","Kos Andalan
Putri"
Kost Residence 224 Tambaksari Surabaya Tambaksari,Rp2.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Wira Gubeng 2 Gubeng Surabaya Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Miky Non AC Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Miky Tipe AC Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
